CID	command	name	comment
C04074	Add	Isoflavone-7-O-beta-D-glucoside	Fixing of an incorrect value
C04074	Remove	Isoflavone 7-O-beta-D-glucoside	Incorrect value
C04076	Add	2-Aminoadipate 6-semialdehyde	Addin a default name to the common L version
C04089	Add	UDP-4-dehydro-6-deoxy-glucose	Addin a default name to the common D version
C04089	Add	UDP-4-keto-6-deoxy-glucose	Addin a default name to the common D version
C04089	Add	UDP-4-oxo-6-deoxy-glucose	Addin a default name to the common D version
C04111	Add	3-(Phosphoacetylamido)-alanine	Adding a default name to the common L version
C04126	Add	1-Aminopropan-2-ol O-phosphate	Adding a default name to the common L version
C04132	Add	N-Acetyl-D-glucosamine-6-sulfate	Fixing of an incorrect value
C04132	Add	N-Acetylglucosamine-6-sulfate	Adding a default name to the common D version
C04132	Remove	N-Acetyl-D-glucosamine 6-sulfate	Incorrect value
C04133	Add	N-Acetylglutamate-5-phosphate	Adding a default name to the common L version
C04133	Add	N-Acetylglutamyl-5-phosphate	Adding a default name to the common L version
C04133	Add	N-Acetyl-L-glutamate-5-phosphate	Fixing of an incorrect value
C04133	Add	N-Acetyl-L-glutamyl-5-phosphate	Fixing of an incorrect value
C04133	Remove	N-Acetyl-L-glutamate 5-phosphate	Incorrect value
C04133	Remove	N-Acetyl-L-glutamyl 5-phosphate	Incorrect value
C04165	Add	(+)-Neomenthyl-O-beta-glucoside	Adding a default name to the common D version
C04188	Add	5-methylthio-d-ribose-1-phosphate	Fixing of an incorrect value
C04188	Add	S-Methyl-5-thio-5-deoxy-D-ribose-1-phosphate	Fixing of an incorrect value
C04188	Add	S-Methyl-5-thio-alpha-D-ribose-1-phosphate	Fixing of an incorrect value
C04188	Add	S-Methyl-5-thio-D-ribose-1-phosphate	Fixing of an incorrect value
C04188	Remove	5-methylthio-d-ribose 1-phosphate	Incorrect value
C04188	Remove	S-Methyl-5-thio-5-deoxy-D-ribose 1-phosphate	Incorrect value
C04188	Remove	S-Methyl-5-thio-alpha-D-ribose 1-phosphate	Incorrect value
C04188	Remove	S-Methyl-5-thio-D-ribose 1-phosphate	Incorrect value
C04191	Add	Dihydrostreptomycin-3''-phosphate	Fixing of an incorrect value
C04191	Remove	Dihydrostreptomycin 3''-phosphate	Incorrect value
C04201	Add	L-Tyrosine-methyl-ester-4-sulfate	Fixing of an incorrect value
C04201	Add	Tyrosine-methyl-ester-4-sulfate	Adding a default name to the common L version
C04201	Remove	L-Tyrosine methyl ester 4-sulfate	Incorrect value
C04234	Add	2-Carboxyarabinitol-1-phosphate	Adding a default name to the common D version
C04234	Add	2-Carboxyarabinitol-1-phosphate	Fixing of an incorrect value
C04234	Add	2-Carboxy-D-arabinitol-1-phosphate	Fixing of an incorrect value
C04234	Add	2-Carboxy-D-arabinitol 1-phosphate	Incorrect value
C04234	Remove	2-Carboxyarabinitol 1-phosphate	Incorrect value
C04255	Add	N-Acetyl-D-galactosamine-6-sulfate	Fixing of an incorrect value
C04255	Add	N-Acetylgalactosamine-6-sulfate	Adding a default name to the common D version
C04255	Remove	N-Acetyl-D-galactosamine 6-sulfate	Incorrect value
C04256	Add	N-Acetyl-D-glucosamine-1-phosphate	Fixing of an incorrect value
C04256	Add	N-Acetylglucosamine-1-phosphate	Adding a default name to the common D version
C04256	Remove	n-acetyl--d-glucosamine 1-phosphate	Incorrect value
C04256	Remove	N-Acetyl-D-glucosamine 1-phosphate	Incorrect value
C04257	Add	N-Acetyl-D-mannosamine-6-phosphate	Fixing of an incorrect value
C04257	Add	N-Acetylmannosamine-6-phosphate	Fixing of an incorrect value
C04257	Remove	N-Acetyl-D-mannosamine 6-phosphate	Incorrect value
C04257	Remove	N-Acetylmannosamine 6-phosphate	Incorrect value
C04290	Add	4-Dimethylallyltryptophan	Adding a default name to the common L version
C04346	Add	dTDP-4-amino-4,6-dideoxy-galactose	Addin a default name to the common D version
C04352	Add	4'-Phosphopantothenoylcysteine	Addin a default name to the common L version
C04359	Add	1-Deoxy-altro-heptulose-7-phosphate	Adding a default name to the common D version
C04359	Add	1-Deoxy-D-altro-heptulose-7-phosphate	Fixing of an incorrect value
C04359	Remove	1-Deoxy-D-altro-heptulose 7-phosphate	Incorrect value
C04378	Add	7-alpha-D-Ribosyladenine-5'-phosphate	Fixing of an incorrect value
C04378	Add	Ribosyladenine-5'-phosphate	Adding a default name to the common D version
C04378	Add	Ribosyladeninephosphate	Adding a default name to the common D version
C04378	Remove	7-alpha-D-Ribosyladenine 5'-phosphate	Incorrect value
C04382	Add	Dihydrostreptomycin-3'alpha-phosphate	Fixing of an incorrect value
C04382	Remove	Dihydrostreptomycin 3'alpha-phosphate	Incorrect value
C04405	Add	3-Hydroxy-2-methylbutyryl-CoA	Addin a default name to the common S version
C04421	Add	N-Succinyl-2,6-diaminopimelat	Adding a default name to the common L version
C04442	Add	2-Dehydro-3-deoxy-6-phospho-gluconate	Adding a default name to the common D version
C04442	Add	2-Dehydro-3-deoxy-D-gluconate-6-phosphate	Fixing of an incorrect value
C04442	Add	2-Dehydro-3-deoxy-gluconate-6-phosphate	Adding a default name to the common D version
C04442	Add	6-Phospho-2-dehydro-3-deoxy-gluconate	Adding a default name to the common D version
C04442	Remove	2-Dehydro-3-deoxy-D-gluconate 6-phosphate	Incorrect value
C04458	Add	Dihydrostreptomycin-6,3''-bis-phosphate	Fixing of an incorrect value
C04458	Remove	Dihydrostreptomycin 6,3''-bis-phosphate	Incorrect value
C04461	Add	Acetyl-glucosamine-1,6-bisphosphate	Fixing of an incorrect value
C04461	Add	N-Acetyl-alpha-D-glucosamine-1,6-bisphosphate	Fixing of an incorrect value
C04461	Add	N-Acetyl-D-glucosamine-1,6-bisphosphate	Fixing of an incorrect value
C04461	Add	N-Acetyl-glucosamine-1,6-bisphosphate	Incorrect value
C04461	Remove	N-Acetyl-alpha-D-glucosamine 1,6-bisphosphate	Incorrect value
C04461	Remove	N-Acetyl-D-glucosamine 1,6-bisphosphate	Incorrect value
C04462	Add	N-Succinyl-2-amino-6-oxopimelate	Adding a default name to the common L version
C04477	Add	1D-myo-Inositol-1,3,4,6-tetrakisphosphate	Fixing of an incorrect value
C04477	Add	D-myo-Inositol-1,3,4,6-tetrakisphosphate	Fixing of an incorrect value
C04477	Add	Inositol-1,3,4,6-tetrakisphosphate	Fixing of an incorrect value
C04477	Remove	1D-myo-Inositol 1,3,4,6-tetrakisphosphate	Incorrect value
C04477	Remove	D-myo-Inositol 1,3,4,6-tetrakisphosphate	Incorrect value
C04477	Remove	Inositol 1,3,4,6-tetrakisphosphate	Incorrect value
C04478	Add	2-Dehydro-3-deoxy-D-octonate-8-phosphate	Fixing of an incorrect value
C04478	Add	3-Deoxy-D-manno-octulosonate-8-phosphate	Fixing of an incorrect value
C04478	Remove	2-Dehydro-3-deoxy-D-octonate 8-phosphate	Incorrect value
C04478	Remove	3-Deoxy-D-manno-octulosonate 8-phosphate	Incorrect value
C04494	Add	Guanosine-3'-diphosphate-5'-triphosphate	Fixing of an incorrect value
C04494	Add	Guanosine-5'-triphosphate,3'-diphosphate	Fixing of an incorrect value
C04494	Remove	Guanosine 3'-diphosphate 5'-triphosphate	Incorrect value
C04494	Remove	Guanosine 5'-triphosphate,3'-diphosphate	Incorrect value
C04520	Add	1D-myo-Inositol-3,4,5,6-tetrakisphosphate	Fixing of an incorrect value
C04520	Add	D-myo-Inositol-3,4,5,6-tetrakisphosphate	Fixing of an incorrect value
C04520	Add	Inositol-3,4,5,6-tetrakisphosphate	Fixing of an incorrect value
C04520	Remove	1D-myo-Inositol 3,4,5,6-tetrakisphosphate	Incorrect value
C04520	Remove	D-myo-Inositol 3,4,5,6-tetrakisphosphate	Incorrect value
C04520	Remove	Inositol 3,4,5,6-tetrakisphosphate	Incorrect value
C04526	Add	3'-Deoxydihydrostreptomycin-3''-phosphate	Fixing of an incorrect value
C04526	Remove	3'-Deoxydihydrostreptomycin 3''-phosphate	Incorrect value
C04534	Add	Cellobiose-6-phosphate	Fixing of an incorrect value
C04534	Remove	Cellobiose 6-phosphate	Incorrect value
C04541	Add	N5-Dinitrophenyl-ornithine methyl ester	Addin a default name to the common L version
C04541	Add	N5-Dinitrophenyl-ornithine-methyl-ester	Addin a default name to the common L version
C04544	Add	gamma-Glutamyl-cysteinyl-beta-alanine	Adding a default name to the common L version
C04544	Add	 gamma-Glu-Cys-beta-Ala	Adding a default name to the common L version
C04563	Add	1D-myo-Inositol-1,2,4,5,6-pentakisphosphate	Fixing of an incorrect value
C04563	Add	D-myo-Inositol-1,2,4,5,6-pentakisphosphate	Fixing of an incorrect value
C04563	Add	Inositol-1,2,4,5,6-pentakisphosphate	Fixing of an incorrect value
C04563	Add	myo-Inositol-1,2,4,5,6-pentakisphosphate	Fixing of an incorrect value
C04563	Remove	1D-myo-Inositol 1,2,4,5,6-pentakisphosphate	Incorrect value
C04563	Remove	D-myo-Inositol 1,2,4,5,6-pentakisphosphate	Incorrect value
C04563	Remove	Inositol 1,2,4,5,6-pentakisphosphate	Incorrect value
C04563	Remove	myo-Inositol 1,2,4,5,6-pentakisphosphate	Incorrect value
C04579	Add	1D-myo-Inositol-1,2,3,5,6-pentakisphosphate	Fixing of an incorrect value
C04579	Add	1L-myo-Inositol-1,2,3,4,5-pentakisphosphate	Fixing of an incorrect value
C04579	Add	Inositol-1,2,3,5,6-pentakisphosphate	Fixing of an incorrect value
C04579	Add	myo-Inositol-1,2,3,5,6-pentakisphosphate	Fixing of an incorrect value
C04579	Remove	1D-myo-Inositol 1,2,3,5,6-pentakisphosphate	Incorrect value
C04579	Remove	1L-myo-Inositol 1,2,3,4,5-pentakisphosphate	Incorrect value
C04579	Remove	Inositol 1,2,3,5,6-pentakisphosphate	Incorrect value
C04579	Remove	myo-Inositol 1,2,3,5,6-pentakisphosphate	Incorrect value
C04582	Add	S-Methyl-5-thio-D-ribulose-1-phosphate	Fixing of an incorrect value
C04582	Remove	S-Methyl-5-thio-D-ribulose 1-phosphate	Incorrect value
C04608	Add	Apigenin-7-O-beta-D-glucoside	Fixing of an incorrect value
C04608	Add	Apigenin-7-O-glucoside	Fixing of an incorrect value
C04608	Remove	Apigenin 7-O-beta-D-glucoside	Incorrect value
C04608	Remove	Apigenin 7-O-glucoside	Incorrect value
C04611	Add	Indol-3-ylacetyl-myo-inositol-L-arabinoside	Fixing of an incorrect value
C04611	Remove	Indol-3-ylacetyl-myo-inositol L-arabinoside	Incorrect value
C04639	Add	2,4-Dioxotetrahydropyrimidine-D-ribonucleotide	Fixing of an incorrect value
C04639	Add	2,4-Dioxotetrahydropyrimidine-ribonucleotide	Adding a default name to the common D version
C04639	Remove	2,4-Dioxotetrahydropyrimidine D-ribonucleotide	Incorrect value
C04695	Add	5-O-(Indol-3-ylacetyl-myo-inositol)-D-galactoside	Fixing of an incorrect value
C04695	Add	5-O-Indol-3-ylacetyl-myo-inositol-D-galactoside	Fixing of an incorrect value
C04695	Add	5-O-(Indol-3-ylacetyl-myo-inositol)-galactoside	Addin a default name to the common D version
C04695	Add	5-O-Indol-3-ylacetyl-myo-inositol-galactoside	Addin a default name to the common D version
C04695	Remove	5-O-(Indol-3-ylacetyl-myo-inositol) D-galactoside	Incorrect value
C04767	Add	O-1,4-alpha-L-Dihydrostreptosyl-streptidine-6-phosphate	Fixing of an incorrect value
C04767	Remove	O-1,4-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate	Incorrect value
C04771	Add	Mimosine	Adding a default name to the common L version
C04778	Add	alpha-Ribazole05'-phosphate	Fixing of an incorrect value
C04778	Remove	alpha-Ribazole 5'-phosphate	Incorrect value
C04787	Add	Cyanidin-3-rutinoside-5-glucoside	Fixing of an incorrect value
C04787	Remove	Cyanidin 3-rutinoside-5-glucoside	Incorrect value
C04812	Add	1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol-4-phosphate	Fixing of an incorrect value
C04812	Remove	1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol 4-phosphate	Incorrect value
C04899	Add	(6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide 2'-phosphate	Fixing of an incorrect value
C04899	Remove	(6S)-6beta-Hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide 2'-phosphate	Incorrect value
C04900	Add	Luteolin-7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide	Fixing of an incorrect value
C04900	Remove	Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide	Incorrect value
C05001	Add	Fructopyranose-1-phosphate	Fixing of an incorrect value
C05001	Remove	Fructose 1-phosphate(pyranose)	Incorrect value
C05003	Add	D-Fructosepyranose	Adding an accurate name to the common D version
C05003	Remove	Fructose(pyranose)	Deletion of an inaccurate entry
C05016	Add	Glutamate methylester	Adding a default name to the common L version
C05052	Delete	Entry	deduplication
C05117	Add	DL-3-Aminobutyryl-CoA	Addin a default name to the version
C05231	Add	3-Aminobutyryl-CoA	Addin a default name to the common L version
C05258	Add	3-Hydroxyhexadecanoyl-CoA	Addin a default name to the common S version
C05268	Add	3-Hydroxyhexanoyl-CoA	Addin a default name to the common S version
C05268	Add	Hydroxyhexanoyl-CoA	Addin a default name to the common S version
C05282	Add	(5-Glutamyl)-glutamate	Adding a default name to the common L version
C05282	Add	5-Glutamylglutamate	Adding a default name to the common L version
C05282	Add	5-L-Glutamyl-L-glutamate	Fixing of an incorrect value
C05283	Add	(5-Glutamyl)-glutamine	Adding a default name to the common L version
C05283	Add	5-Glutamylglutamine	Adding a default name to the common L version
C05283	Add	5-L-Glutamyl-L-glutamine	Fixing of an incorrect value
C05317	Add	(R,S)-Nororientaline	Adding a default name to the common RS version
C05317	Remove	Nororientaline	Deletion of an incorrect value
C05330	Add	DL-Homocysteine	adding after deletion
C05330	Remove	Homocysteine	deduplication
C05335	Add	Selenomethionine	Adding a default name to the common L version
C05345	Replace	C00085	Replacement of an alpha/beta value with the common value
C05378	Remove	beta-D-Fructose 1,6-bisphosphate	Incorrect value
C05378	Add	Fructose-1,6-bisphosphate	Adding a default name to the common D version
C05378	Add	beta-D-Fructose-1,6-bisphosphate	Fixing of an incorrect value
C05382	Add	altro-Heptulose-7-phosphate	Fixing of an incorrect value
C05382	Add	D-altro-Heptulose-7-phosphate	Fixing of an incorrect value
C05382	Add	D-Sedoheptulose-7-phosphate	Fixing of an incorrect value
C05382	Add	Sedoheptulose-7-phosphate	Fixing of an incorrect value
C05382	Add	Sedoheptulose-phosphate	Adding a default name to the common version
C05382	Add	Sedoheptulosephosphate	Adding a default name to the common version
C05382	Remove	altro-Heptulose 7-phosphate	Incorrect value
C05382	Remove	D-altro-Heptulose 7-phosphate	Incorrect value
C05382	Remove	D-Sedoheptulose 7-phosphate	Incorrect value
C05382	Remove	Sedoheptulose 7-phosphate	Incorrect value
C05385	Add	D-Glucuronate-1-phosphate	Fixing of an incorrect value
C05385	Add	Glucuronate-1-phosphate	Adding a default name to the common D version
C05385	Remove	D-Glucuronate 1-phosphate	Incorrect value
C05396	Add	Lactose-6-phosphate	Fixing of an incorrect value
C05396	Remove	Lactose 6-phosphate	Incorrect value
C05526	Add	S-Glutathionyl-cysteine	Addin a default name to the common L version
C05537	Add	N-Succinyl-DL-2-amino-6-oxopimelate	Adding a default name to the DL version
C05537	Remove	N-Succinyl-2-amino-6-oxopimelate	deduplication
C05539	Add	2-Acetamido-6-oxoheptanedioate	Adding a default name to the common L version
C05539	Add	2-Acetamido-6-oxopimelate	Adding a default name to the common L version
C05548	Add	Acetamido-oxohexanoate	Adding a default name to the common version
C05548	Add	Acetamidooxohexanoate	Adding a default name to the common version
C05548	Add	Oxo-acetamidocaproate	Adding a default name to the common version
C05548	Add	Oxoacetamidocaproate	Adding a default name to the common version
C05588	Add	Metanephrine	Adding a default name to the common L version
C05589	Add	Normetanephrine	Adding a default name to the common L version
C05623	Add	Quercetin-3-O-glucoside	Fixing of an incorrect value
C05623	Remove	Quercetin 3-O-glucoside	Incorrect value
C05636	Add	Hydroxykynurenamine	Adding a default name to the common version
C05688	Add	Selenocysteine	Addin a default name to the common L version
C05702	Add	O-Phospho-DL-homoserine	adding after deletion
C05702	Remove	O-Phosphorylhomoserine	deduplication
C05765	Add	alpha-L-Glutamyl-phosphate	Fixing of an incorrect value
C05765	Add	Glutamyl-1-phosphate	Adding a default name to the common L version
C05765	Add	L-Glutamyl-1-phosphate	Fixing of an incorrect value
C05765	Remove	alpha-L-Glutamyl phosphate	Incorrect value
C05765	Remove	L-Glutamyl 1-phosphate	Incorrect value
C05820	Add	Seryl-adenylate	Addin a default name to the common L version
C05824	Add	S-sulphocysteine	Adding a default name to the common L version
C05841	Add	Nicotinate-D-ribonucleoside	Fixing of an incorrect value
C05841	Remove	Nicotinate D-ribonucleoside	Incorrect value
C05931	Add	N-Succinyl-glutamate	Adding a default name to the common L version
C05932	Add	N-Succinyl-glutamate 5-semialdehyde	Adding a default name to the common L version
C05938	Add	4-Hydroxyglutamate semialdehyde	Adding a default name to the common L version
C05945	Add	N-Phosphoarginine	Adding a default name to the common L version
C05945	Add	Phosphoarginine	Adding a default name to the common L version
C05946	Add	4-Hydroxy-2-oxoglutarate	Addin a default name to the common D version
C05947	Add	erythro-4-Hydroxyglutamate	Addin a default name to the common L version
C05990	Add	C-Glucosyl-6-chrysoeriol	Incorrect value
C05990	Add	Chrysoeriol-6-C-glucoside	Incorrect value
C05990	Remove	C-Glucosyl-6 chrysoeriol	Fixing of an incorrect value
C05990	Remove	Chrysoeriol 6-C-glucoside	Fixing of an incorrect value
C05999	Add	DL-Lactaldehyde	adding after deletion
C05999	Remove	Lactaldehyde	deduplication
C06000	Add	3-Hydroxyisobutyryl-CoA	Addin a default name to the common S version
C06017	Add	dTDP-glucuronate	Addin a default name to the common D version
C06193	Remove	Guanosine 3'-phosphate	Incorrect value
C06018	Add	dTDP-4-acetamido-4,6-dideoxy-glucose	Addin a default name to the common D version
C06019	Add	D-arabino-3-Hexulose-6-phosphate	Fixing of an incorrect value
C06019	Add	D-arabino-Hex-3-ulose-6-phosphate	Fixing of an incorrect value
C06019	Remove	D-arabino-3-Hexulose 6-phosphate	Incorrect value
C06019	Remove	D-arabino-Hex-3-ulose 6-phosphate	Incorrect value
C06055	Add	O-Phospho-4-hydroxy-threonine	Adding a default name to the common L version
C06067	Remove	4-Dimethylallyltryptophan	deduplication
C06124	Add	Sphing-4-enine-1-phosphate	Fixing of an incorrect value
C06124	Add	Sphingosine-1-phosphate	Fixing of an incorrect value
C06124	Remove	Sphing-4-enine 1-phosphate	Incorrect value
C06124	Remove	Sphingosine 1-phosphate	Incorrect value
C06155	Add	L-myo-Inositol-5-phosphate	Fixing of an incorrect value
C06155	Remove	L-myo-Inositol 5-phosphate	Incorrect value
C06156	Add	D-Glucosamine-1-phosphate	Fixing of an incorrect value
C06156	Add	Glucosamine-1-phosphate	Adding a default name to the common D version
C06156	Remove	alpha-D-Glucosamine 1-phosphate	Deletion of alpha version
C06156	Remove	D-Glucosamine 1-phosphate	Incorrect value
C06158	Add	Fucono-1,4-lactone	Addin a default name to the common D version
C06161	Add	Coclaurine	Adding a default name to the common S version
C06163	Add	cis-N-methylstylopine	Adding a default name to the common S version
C06187	Add	Arbutin-6-phosphate	Fixing of an incorrect value
C06187	Remove	Arbutin 6-phosphate	Incorrect value
C06188	Add	Salicin-6-phosphate	Fixing of an incorrect value
C06188	Remove	Salicin 6-phosphate	Incorrect value
C06189	Add	Cyclic-2,3-bisphospho-D-glycerate	Fixing of an incorrect value
C06189	Add	Cyclic-2,3-diphospho-D-glycerate	Fixing of an incorrect value
C06189	Add	Cyclic-glycerate-2,3P2	Fixing of an incorrect value
C06189	Remove	Cyclic 2,3-bisphospho-D-glycerate	Incorrect value
C06189	Remove	Cyclic 2,3-diphospho-D-glycerate	Incorrect value
C06189	Remove	Cyclic glycerate-2,3P2	Incorrect value
C06193	Add	Guanosine-3'-phosphate	Fixing of an incorrect value
C06198	Add	P1,P4-Bis(5'-uridyl)-tetraphosphate	Fixing of an incorrect value
C06198	Remove	P1,P4-Bis(5'-uridyl) tetraphosphate	Incorrect value
C06222	Add	altro-Heptulose-1-phosphate	Fixing of an incorrect value
C06222	Add	Sedoheptulose-1-phosphate	Fixing of an incorrect value
C06222	Remove	altro-Heptulose 1-phosphate	Incorrect value
C06222	Remove	Sedoheptulose 1-phosphate	Incorrect value
C06239	Delete	Entry	Deletion of alpha version
C06311	Add	D-Galactitol-1-phosphate	Fixing of an incorrect value
C06311	Add	Galactitol-1-phosphate	Fixing of an incorrect value
C06311	Add	L-Galactitol-6-phosphate	Fixing of an incorrect value
C06311	Remove	D-Galactitol 1-phosphate	Incorrect value
C06311	Remove	Galactitol 1-phosphate	Incorrect value
C06311	Remove	L-Galactitol 6-phosphate	Incorrect value
C06312	Add	L-Tagatose-6-phosphate	Fixing of an incorrect value
C06312	Remove	L-Tagatose 6-phosphate	Incorrect value
C06350	Add	(R,S)-Tetrahydropapaveroline	Adding a default name to the R,S version
C06350	Remove	Norlaudanosoline	deduplication
C06350	Remove	Tetrahydropapaveroline	deduplication
C06369	Add	2-Deoxy-D-glucose-6-phosphate	Fixing of an incorrect value
C06369	Add	2-Deoxy-glucose-6-phosphate	Addin a default name to the common D version
C06369	Remove	2-Deoxy-D-glucose 6-phosphate	Incorrect value
C06376	Add	N-Acetyl-D-galactosamine-6-phosphate	Adding a default name to the common D version
C06376	Add	N-Acetylgalactosamine-6-phosphate	Fixing of an incorrect value
C06376	Remove	N-Acetyl-D-galactosamine 6-phosphate	Incorrect value
C06377	Add	D-Galactosamine-6-phosphate	Fixing of an incorrect value
C06377	Add	Galactosamine-6-phosphate	Adding a default name to the common D version
C06377	Remove	D-Galactosamine 6-phosphate	Incorrect value
C06393	Add	DL-2,3-Diaminopropanoate	adding after deletion
C06393	Remove	2,3-Diaminopropanoate	deduplication
C06397	Add	ADP-glycero-manno-heptose	Addin a default name to the common D version
C06430	Add	Galacturonolactone	Addin a default name to the common D version
C06440	Add	2-Dehydro-glucono-1,5-lactone	Addin a default name to the common D version
C06441	Add	L-Xylulose-1-phosphate	Fixing of an incorrect value
C06441	Remove	L-Xylulose 1-phosphate	Incorrect value
C06463	Add	Threose	Adding a default name to the common D version
C06463	Add	threo-Tetrose	Adding a default name to the common D version
C06464	Add	altro-Hexose	Adding a default name to the common D version
C06464	Add	Altrose	Adding a default name to the common D version
C06465	Add	gulo-Hexose	Adding a default name to the common D version
C06465	Add	Gulose	Adding a default name to the common D version
C06466	Add	ido-Hexose	Adding a default name to the common D version
C06466	Add	Idose	Adding a default name to the common D version
C06467	Add	talo-Hexose	Adding a default name to the common D version
C06467	Add	Talose	Adding a default name to the common D version
C06468	Add	Allulose	Addin a default name to the common D version
C06468	Add	Altrulose	Addin a default name to the common D version
C06468	Add	erythro-Hexulose	Addin a default name to the common D version
C06468	Add	Pseudofructose	Addin a default name to the common D version
C06468	Add	Psicose	Addin a default name to the common D version
C06468	Add	ribo-2-Hexulose	Addin a default name to the common D version
C06485	Add	1,5-Anhydro-fructose	Addin a default name to the common D version
C06674	Add	Sulfocatechol	Adding a default name to the common version
C06682	Add	Cycloserine	Adding the default name to the DL version
C06711	Add	Fluoren-ol	Adding a default name to the common version
C06711	Add	Fluorenol	Adding a default name to the common version
C06711	Add	Hydroxyfluorene	Adding a default name to the common version
C06743	Add	2-Dehydro-gluconate	Adding a default name to the common D version
C06743	Add	2-Dehydrogluconate	Adding a default name to the common D version
C06743	Add	2-Dehydro-gluconic acid	Adding a default name to the common D version
C06743	Add	2-Dehydrogluconic acid	Adding a default name to the common D version
C06743	Add	2-Keto-gluconic acid	Adding a default name to the common D version
C06743	Add	2-Ketogluconic acid	Adding a default name to the common D version
C06743	Add	2-oxo-gluconate	Adding a default name to the common D version
C06743	Add	2-oxogluconate	Adding a default name to the common D version
C06743	Add	Dehydro-gluconate	Adding a default name to the common D version
C06743	Add	Dehydrogluconate	Adding a default name to the common D version
C06743	Add	Dehydro-gluconic acid	Adding a default name to the common D version
C06743	Add	Dehydrogluconic acid	Adding a default name to the common D version
C06743	Add	Keto-gluconic acid	Adding a default name to the common D version
C06743	Add	Ketogluconic acid	Adding a default name to the common D version
C06743	Add	oxo-gluconate	Adding a default name to the common D version
C06743	Add	oxogluconate	Adding a default name to the common D version
C06814	Add	D-Xylose-5-phosphate	Fixing of an incorrect value
C06814	Add	Xylose-5-phosphate	Adding a default name to the common D version
C07056	Add	DL-Isoprenaline	Addin a default name to the common DL version
C07056	Add	DL-Isoproterenol	Addin a default name to the common DL version
C07122	Add	DL-Melphalan	Adding a default name to the common DL version
C07122	Remove	Melphalan	deduplication
C07216	Add	Methylbenzyl alcohol	Adding a default name to the common version
C07277	Add	dTDP-fucose	Addin a default name to the common D version
C07301	Add	Mandelamide	Adding a default name to the common L version
C07480	Add	Dimethylxanthine	Adding a default name to the common version
C08057	Remove	Cycloserine	deduplication
C08149	Add	Norgestrel	Adding a default name to the common D version
C08153	Remove	Norgestrel	deduplication
C08236	Add	D-Mannoheptulopyranose	adding after deletion
C08236	Remove	alpha-D-Mannoheptulopyranose	Deletion of alpha version
C08237	Remove	Oleandrose	deletion from a beta version
C08250	Remove	alpha-Sophorose	deletion of an alpha version
C08258	Add	Quercitol	Addin a default name to the common D version
C08266	Add	alpha-Amino-gamma-oxalylaminobutyric acid	Adding a default name to the common L version
C08268	Add	Baikiain	Adding a default name to the common L version
C08275	Add	L-Djenkolic-acid	Fixing of an incorrect value
C08294	Add	O-Oxalyl-homoserine	Adding a default name to the common L version
C08346	Delete	Entry	deduplication
C08348	Add	DL-Galacturonic acid	adding after deletion
C08348	Remove	Galacturonic acid	deduplication
C08250	Remove	2-O-beta-D-Glucopyranosyl-beta-D-glucopyranose	deletion of a beta value
C08351	Remove	Hamamelose	deletion from a beta version
C08352	Remove	alpha-D-Quinovopyranose	deletion of an alpha version
C08353	Remove	Ribose	adding after deletion
C08354	Delete	Entry	deduplication
C08355	Delete	Entry	Deletion of beta version
C08357	Add	Estradiol-17beta-3-sulfate	Fixing of an incorrect value
C08357	Remove	Estradiol-17beta 3-sulfate	Incorrect value
C08480	Delete	Entry	deduplication
C08629	Add	Cyanidin-3,5,3'-tri-O-glucoside	Fixing of an incorrect value
C08629	Remove	Cyanidin 3,5,3'-tri-O-glucoside	Incorrect value
C08640	Add	Delphinidin-3,3',5'-tri-O-glucoside	Fixing of an incorrect value
C08640	Remove	Delphinidin 3,3',5'-tri-O-glucoside	Incorrect value
C08859	Add	Strophanthidin-3-O-beta-cymaroside	Addin a default name to the common D version
C08859	Add	Strophanthidin-3-O-beta-D-cymaroside	Fixing of an incorrect value
C08859	Remove	Strophanthidin 3-O-beta-D-cymaroside	Incorrect value
C08952	Add	Gypsogenin-3-O-rhamnosylglucuronide	Fixing of an incorrect value
C08952	Remove	Gypsogenin 3-O-rhamnosylglucuronide	Incorrect value
C09099	Add	Naringenin-7-O-beta-D-glucoside	Fixing of an incorrect value
C09099	Remove	Naringenin 7-O-beta-D-glucoside	Incorrect value
C09126	Add	Genistein-7-O-beta-D-glucoside	Fixing of an incorrect value
C09126	Remove	Genistein 7-O-beta-D-glucoside	Incorrect value
C09617	Add	Catechin-7-O-beta-D-xyloside	Fixing of an incorrect value
C09617	Remove	Catechin 7-O-beta-D-xyloside	Incorrect value
C10025	Add	Baicalein-7-O-glucuronide	Fixing of an incorrect value
C10025	Remove	Baicalein 7-O-glucuronide	Incorrect value
C10042	Add	Fisetin-8-C-glucoside	Fixing of an incorrect value
C10042	Remove	Fisetin 8-C-glucoside	Incorrect value
C10050	Add	Gossypetin-8-rhamnoside	Fixing of an incorrect value
